@relation 'horse-weka.filters.unsupervised.instance.imagefilter.ColorLayoutFilter-DD:\\savas-weka.filters.unsupervised.attribute.Remove-R1'

@attribute 'MPEG-7 Color Layout0' numeric
@attribute 'MPEG-7 Color Layout1' numeric
@attribute 'MPEG-7 Color Layout2' numeric
@attribute 'MPEG-7 Color Layout3' numeric
@attribute 'MPEG-7 Color Layout4' numeric
@attribute 'MPEG-7 Color Layout5' numeric
@attribute 'MPEG-7 Color Layout6' numeric
@attribute 'MPEG-7 Color Layout7' numeric
@attribute 'MPEG-7 Color Layout8' numeric
@attribute 'MPEG-7 Color Layout9' numeric
@attribute 'MPEG-7 Color Layout10' numeric
@attribute 'MPEG-7 Color Layout11' numeric
@attribute 'MPEG-7 Color Layout12' numeric
@attribute 'MPEG-7 Color Layout13' numeric
@attribute 'MPEG-7 Color Layout14' numeric
@attribute 'MPEG-7 Color Layout15' numeric
@attribute 'MPEG-7 Color Layout16' numeric
@attribute 'MPEG-7 Color Layout17' numeric
@attribute 'MPEG-7 Color Layout18' numeric
@attribute 'MPEG-7 Color Layout19' numeric
@attribute 'MPEG-7 Color Layout20' numeric
@attribute 'MPEG-7 Color Layout21' numeric
@attribute 'MPEG-7 Color Layout22' numeric
@attribute 'MPEG-7 Color Layout23' numeric
@attribute 'MPEG-7 Color Layout24' numeric
@attribute 'MPEG-7 Color Layout25' numeric
@attribute 'MPEG-7 Color Layout26' numeric
@attribute 'MPEG-7 Color Layout27' numeric
@attribute 'MPEG-7 Color Layout28' numeric
@attribute 'MPEG-7 Color Layout29' numeric
@attribute 'MPEG-7 Color Layout30' numeric
@attribute 'MPEG-7 Color Layout31' numeric
@attribute 'MPEG-7 Color Layout32' numeric
@attribute class {chicken,cat,horse}

@data
29,24,22,11,18,15,15,13,17,12,16,16,14,15,18,14,16,15,15,16,17,27,16,15,16,16,17,34,15,16,14,15,14,chicken
24,16,20,13,11,12,11,19,16,7,13,15,13,19,15,16,17,14,18,16,18,15,15,19,16,15,18,41,16,13,15,16,13,chicken
35,11,18,17,14,21,19,13,13,15,17,14,11,18,17,18,17,14,18,17,16,19,16,16,13,15,14,37,16,14,17,16,16,chicken
31,16,13,9,17,16,13,14,17,16,19,14,15,16,12,14,14,18,16,14,16,29,15,17,15,16,15,32,16,14,16,15,15,chicken
19,16,6,16,15,17,14,13,17,14,14,15,13,15,13,16,17,15,18,15,17,22,16,17,16,16,15,36,16,15,14,16,14,chicken
31,16,9,24,16,23,16,16,16,17,12,13,9,15,16,14,17,15,18,14,15,31,15,20,16,16,16,32,16,13,15,16,15,chicken
39,24,24,15,9,11,16,19,16,19,16,18,15,16,14,15,15,16,13,16,18,28,15,16,16,17,16,33,16,15,15,15,15,chicken
26,14,25,17,20,18,14,16,21,13,16,15,14,16,17,18,14,14,14,14,14,30,16,16,17,16,16,31,15,16,15,16,15,chicken
50,16,15,17,16,14,14,15,15,13,15,16,16,15,15,17,14,17,15,16,14,31,16,15,17,16,16,32,15,15,15,15,15,chicken
19,11,24,20,14,17,15,16,13,12,9,13,12,15,11,13,14,22,18,16,14,29,15,15,16,16,16,32,15,16,15,15,15,chicken
35,18,22,20,18,15,16,14,17,17,16,16,14,15,14,13,16,15,19,16,16,28,15,17,17,14,15,36,15,19,15,15,16,chicken
24,13,15,14,7,14,17,15,12,15,15,14,17,18,19,18,17,16,15,15,16,22,19,17,21,16,14,46,16,16,10,17,11,chicken
29,15,14,17,10,14,13,16,15,16,11,19,22,14,14,14,14,19,15,14,16,21,17,14,16,16,16,44,15,18,15,15,15,chicken
26,15,20,14,15,20,16,10,16,15,16,16,17,15,12,14,20,14,15,16,17,27,16,15,17,15,14,35,16,16,14,16,14,chicken
40,16,24,17,15,18,17,17,14,14,16,14,14,17,16,14,17,15,14,16,16,21,16,13,12,15,13,34,15,17,17,16,16,chicken
31,16,13,25,15,18,18,15,17,13,15,17,10,18,16,14,16,14,18,15,19,20,14,15,18,14,17,43,19,19,12,20,15,chicken
28,22,14,13,18,13,16,16,16,16,16,15,18,15,16,14,16,16,16,16,18,30,16,12,14,17,16,33,15,18,17,15,16,chicken
46,13,15,16,14,15,16,17,15,13,17,16,17,14,16,14,15,15,14,15,16,19,12,19,11,16,12,29,14,17,15,15,15,chicken
31,11,12,20,17,18,15,15,18,13,15,15,13,14,16,14,16,17,17,16,16,25,14,16,15,16,16,36,16,15,16,15,15,chicken
27,16,9,16,13,15,15,16,17,12,14,13,16,16,15,16,16,15,17,16,12,30,16,15,16,16,16,32,15,15,14,15,15,chicken
39,12,19,16,16,16,19,16,18,16,16,15,15,15,15,18,16,13,14,17,16,15,14,18,17,17,15,36,16,23,10,18,13,chicken
30,14,15,18,14,19,16,18,14,14,9,17,12,16,18,16,20,17,17,17,16,29,14,15,16,16,15,35,16,16,16,15,16,chicken
33,17,15,16,14,15,15,15,17,13,15,16,14,16,14,16,15,15,16,17,16,14,16,13,16,15,16,36,17,14,13,17,11,chicken
28,15,17,20,17,18,16,14,16,15,18,18,12,15,16,19,15,14,20,16,17,23,17,19,19,13,13,33,17,13,15,15,15,chicken
40,16,16,19,17,21,15,16,14,15,17,14,16,14,16,15,14,18,15,16,14,20,16,17,18,16,17,33,15,16,15,16,15,chicken
22,13,12,8,15,8,16,16,15,18,12,15,20,15,13,15,15,16,14,14,17,32,15,15,16,15,16,30,16,18,12,16,14,chicken
49,17,24,22,15,10,16,18,15,8,16,16,19,15,17,14,16,16,13,16,11,29,15,16,16,15,16,32,16,15,15,16,16,chicken
29,14,20,16,14,18,17,13,16,11,17,17,15,15,13,16,16,14,19,14,16,20,16,15,16,17,15,30,15,17,10,15,11,chicken
38,16,19,19,16,19,15,17,14,16,12,15,12,16,13,15,15,17,15,15,15,19,19,21,15,15,15,29,16,19,16,15,14,chicken
22,14,10,13,14,18,15,18,15,16,18,17,17,14,17,15,17,14,15,17,16,25,15,15,16,15,15,27,15,19,14,16,15,chicken
30,14,16,23,17,19,15,17,14,16,16,14,10,16,18,16,17,16,16,16,14,20,15,20,17,19,19,43,15,13,12,13,11,chicken
23,17,7,17,15,16,16,16,18,19,12,13,16,16,15,15,16,16,14,17,18,23,15,13,16,16,15,41,16,19,15,15,16,chicken
40,15,13,24,16,18,15,15,16,14,14,13,13,15,20,16,15,16,15,15,14,20,15,15,12,15,14,36,16,16,19,16,16,chicken
23,14,11,14,19,12,16,17,16,14,18,15,20,20,17,16,17,18,16,14,16,28,17,16,15,15,16,34,13,14,16,14,14,chicken
18,16,17,10,15,12,16,15,15,12,18,15,17,17,15,15,17,14,16,17,17,31,15,15,16,16,16,31,16,16,15,16,15,chicken
26,15,10,17,20,14,17,11,18,15,16,16,15,14,17,16,16,13,16,15,16,22,16,19,16,15,14,35,16,12,16,17,15,chicken
30,15,19,21,16,22,17,14,13,13,15,18,11,16,17,15,15,16,16,14,15,29,19,12,16,12,16,36,14,17,13,21,14,chicken
33,13,19,13,17,17,15,15,17,13,17,17,15,15,14,15,15,15,16,16,16,12,15,14,15,14,15,35,15,16,11,15,10,chicken
34,19,26,10,12,14,12,13,14,17,15,18,16,19,17,17,12,16,16,14,16,26,18,20,15,14,18,37,11,11,15,19,12,chicken
34,9,22,22,16,16,16,16,16,15,16,15,13,17,13,14,18,15,16,16,17,30,16,17,17,16,15,34,17,15,13,15,15,chicken
41,15,13,24,16,19,16,16,17,16,16,16,11,15,19,16,18,15,18,13,14,30,16,15,16,16,16,32,15,16,15,15,15,chicken
34,16,14,15,15,13,17,15,15,13,15,15,16,17,15,16,15,17,15,14,16,23,15,15,14,16,15,33,16,12,16,16,15,chicken
35,12,14,17,14,17,14,12,13,11,13,15,11,19,13,18,18,16,18,16,16,24,13,18,16,14,15,27,12,15,17,16,15,chicken
33,15,15,16,14,16,16,15,17,13,14,15,14,15,14,15,15,14,16,16,16,15,15,13,16,15,17,35,17,15,13,17,11,chicken
29,13,17,11,10,13,17,16,16,13,15,17,17,14,13,16,15,15,15,17,16,20,14,18,16,16,17,42,18,12,15,15,15,chicken
30,15,23,13,20,14,17,14,15,14,18,14,16,16,15,15,15,16,16,16,17,23,15,16,15,15,15,35,15,15,16,16,15,chicken
22,15,10,21,16,19,13,15,11,13,11,16,14,14,11,14,13,17,15,11,16,32,18,16,13,17,14,32,11,18,18,11,18,chicken
30,13,18,25,16,21,17,10,17,16,15,16,12,14,18,16,19,16,18,16,14,23,16,18,17,17,18,40,14,14,12,14,12,chicken
17,23,19,14,21,15,14,12,15,14,14,15,13,15,16,17,16,18,17,15,16,25,14,18,18,18,17,35,16,15,14,14,14,chicken
25,18,13,13,14,17,12,15,13,15,15,17,15,17,13,17,16,17,16,15,16,27,17,15,16,16,16,36,14,16,15,16,16,chicken
31,16,11,20,15,20,14,18,18,17,16,16,11,12,15,17,16,14,16,15,14,26,16,15,16,16,16,43,16,18,16,14,13,chicken
34,17,15,23,18,21,13,12,14,13,16,13,11,15,15,16,18,16,18,15,16,29,16,18,13,15,13,27,16,18,19,14,13,chicken
25,15,10,7,15,7,15,18,14,12,16,14,16,18,14,18,16,15,16,16,17,21,16,18,18,16,18,40,15,13,13,15,14,chicken
27,22,16,22,18,19,14,15,17,15,15,17,15,14,18,14,16,13,17,15,14,20,16,18,13,17,15,42,13,15,18,14,14,chicken
42,16,14,9,18,12,16,16,18,12,17,14,21,13,15,15,15,16,18,14,16,13,19,19,11,15,15,26,18,15,8,16,14,chicken
29,12,11,17,16,13,16,14,14,17,20,13,18,16,16,14,17,15,19,15,17,29,16,19,15,15,16,31,16,14,16,16,16,chicken
40,13,19,14,21,13,19,18,19,15,16,17,20,16,20,18,14,16,14,19,16,20,17,16,18,16,17,39,14,14,14,14,15,chicken
37,12,18,17,15,20,16,15,16,16,17,16,14,16,16,16,14,17,19,16,16,26,17,17,16,16,14,35,15,14,14,16,15,chicken
12,18,14,13,15,6,17,12,13,11,12,14,17,16,15,13,15,17,21,15,15,21,14,21,15,15,16,30,15,17,14,15,14,chicken
31,19,11,15,12,17,14,14,15,15,13,17,13,16,15,16,14,14,17,14,16,18,16,15,16,16,15,29,16,16,14,15,14,chicken
26,12,23,14,21,21,21,13,19,18,17,15,8,14,11,18,17,15,15,14,14,27,13,15,17,15,16,37,16,16,12,16,11,chicken
14,9,18,14,20,13,21,14,16,16,16,16,17,13,13,14,18,13,16,14,15,31,16,20,18,16,17,41,15,12,13,14,9,chicken
19,16,23,18,15,20,16,14,16,16,12,15,8,16,13,15,16,15,17,15,15,19,15,18,13,16,16,40,15,13,17,16,15,chicken
39,13,12,21,17,20,16,14,15,14,13,16,11,16,14,17,15,16,17,15,15,22,14,13,15,16,13,28,14,16,16,16,15,chicken
20,17,21,20,15,15,17,17,17,14,15,18,15,16,14,17,15,15,16,16,15,28,15,17,16,16,15,34,16,14,15,16,16,chicken
40,17,13,25,18,20,15,15,16,18,14,15,9,16,19,13,18,14,18,14,16,30,15,15,17,15,16,32,16,16,15,16,15,chicken
26,6,5,7,23,7,17,12,21,16,14,14,22,11,19,17,18,13,19,15,14,33,14,15,14,17,15,26,13,20,17,15,16,chicken
36,17,17,15,22,10,18,16,22,13,14,21,15,14,12,12,19,19,15,18,13,27,13,17,15,17,17,32,16,17,15,15,15,chicken
27,17,23,14,15,16,15,17,14,16,13,16,12,15,12,16,14,16,15,15,15,29,16,17,15,16,15,32,15,15,17,15,16,chicken
35,21,20,26,15,9,15,15,14,9,21,18,17,14,22,15,16,16,14,15,12,29,15,15,16,16,16,34,16,16,15,16,16,chicken
25,19,15,12,17,15,19,15,12,16,14,14,11,16,17,17,17,15,14,15,15,25,16,16,13,16,13,33,15,13,16,16,17,chicken
29,15,22,9,19,16,18,16,18,13,15,17,20,18,10,15,16,17,16,15,15,29,16,15,14,15,16,27,17,14,14,15,15,chicken
47,14,18,15,15,18,16,14,17,14,14,16,16,16,17,16,15,15,17,16,16,22,14,14,11,14,17,33,18,16,17,18,16,chicken
31,19,22,20,19,15,15,14,15,13,17,14,15,16,14,14,16,15,16,15,16,28,16,18,14,16,16,33,16,13,16,16,15,chicken
26,20,17,14,15,18,16,18,14,18,16,16,14,16,11,15,14,16,14,17,16,17,17,15,18,15,18,47,14,16,11,15,10,chicken
34,15,13,15,23,15,14,19,16,13,14,14,17,15,14,18,16,18,16,15,17,31,16,14,15,16,15,32,15,16,15,15,16,chicken
43,6,18,18,17,20,22,11,15,16,16,19,14,14,23,19,18,14,20,15,19,19,16,16,20,16,17,35,15,16,10,16,14,chicken
23,15,12,11,17,13,18,15,15,15,15,16,18,15,16,15,14,14,14,16,14,26,16,17,16,15,16,34,15,14,15,16,15,chicken
36,14,21,19,14,10,15,16,15,13,15,17,12,15,13,16,18,15,18,15,16,18,12,19,17,13,13,29,15,16,17,15,14,chicken
31,20,15,12,14,11,11,11,13,14,17,18,21,16,19,16,16,17,16,15,14,26,15,16,14,16,15,34,16,14,17,16,16,chicken
41,16,11,14,17,14,18,17,13,13,17,15,16,16,15,14,17,16,17,17,16,8,13,16,19,15,15,44,16,16,15,15,15,chicken
34,19,24,16,16,15,16,15,15,16,17,15,14,18,12,17,15,17,16,16,18,16,17,22,19,17,15,33,15,16,13,16,13,chicken
33,15,22,21,20,14,16,14,18,12,15,16,12,18,13,16,17,14,17,15,15,15,19,20,18,19,17,43,13,10,10,14,14,chicken
29,12,14,17,14,16,13,15,16,15,17,16,14,16,15,14,16,17,17,16,15,21,16,17,16,16,18,40,15,13,13,14,12,chicken
26,16,26,15,14,12,13,14,20,18,17,14,14,15,19,16,14,16,17,15,15,24,14,14,14,17,16,30,17,15,16,16,16,chicken
31,17,18,19,16,19,15,14,16,16,15,17,13,16,16,16,17,17,18,15,17,18,14,16,14,15,14,29,16,16,16,15,15,chicken
28,11,7,24,18,18,14,15,15,12,15,17,14,17,15,16,17,18,18,16,17,29,16,15,15,16,15,31,14,15,16,15,15,chicken
23,14,21,18,15,17,16,14,19,15,15,16,15,16,16,17,16,15,15,14,16,19,16,14,14,15,15,45,14,18,16,18,17,chicken
25,12,13,19,15,17,20,15,17,17,12,16,12,15,15,16,17,12,15,16,15,24,18,17,15,16,14,30,18,16,15,16,14,chicken
39,16,13,25,16,20,17,16,16,18,15,15,10,16,17,14,16,15,19,15,16,28,15,15,18,16,18,36,17,16,12,16,12,chicken
30,23,8,17,18,21,17,20,18,17,18,13,16,14,22,16,19,15,13,15,12,32,20,18,15,16,15,31,13,14,16,16,15,chicken
31,15,9,10,13,12,15,15,15,13,17,15,16,15,15,16,16,15,18,16,16,15,16,17,17,16,16,41,15,15,15,16,16,chicken
40,14,14,26,13,23,18,16,17,13,16,19,7,19,19,15,18,15,19,16,18,25,16,14,20,15,19,39,16,18,11,18,11,chicken
33,11,19,18,24,21,18,20,15,23,18,13,17,12,14,12,16,16,12,17,14,15,17,15,15,20,14,48,17,14,15,8,16,chicken
29,18,19,13,15,14,15,18,14,16,15,15,14,16,15,14,16,15,16,16,16,20,14,16,15,15,17,37,19,12,15,17,14,chicken
44,13,16,18,17,21,17,16,16,14,15,16,10,17,14,15,16,14,16,15,17,28,15,17,16,16,16,34,16,17,14,17,15,chicken
30,13,18,25,16,21,16,10,17,16,15,16,12,14,18,16,19,16,18,16,14,23,16,18,18,17,18,40,14,15,11,14,12,chicken
24,19,13,19,14,17,14,16,16,15,16,16,15,14,16,15,16,16,15,15,15,23,16,19,19,16,18,42,15,13,12,16,13,chicken
34,16,23,18,15,17,16,14,14,14,16,18,14,17,14,15,17,12,18,16,17,33,16,11,13,17,16,30,16,17,18,15,16,chicken
34,17,15,17,17,13,14,16,14,14,16,17,15,15,14,15,16,16,16,15,16,30,15,16,15,16,15,31,16,16,15,16,16,chicken
36,21,16,13,7,20,15,17,11,18,16,13,17,16,14,18,15,17,15,14,14,28,13,12,14,14,15,33,18,18,17,17,15,chicken
32,17,18,23,17,22,14,14,16,14,14,14,10,13,15,17,18,16,18,14,15,13,16,17,12,15,12,32,16,16,13,15,12,chicken
44,17,15,23,16,20,13,16,13,16,14,14,9,15,15,16,17,18,17,15,15,32,16,16,16,16,16,32,16,16,16,16,16,chicken
41,18,18,21,14,22,15,13,16,13,13,15,9,15,12,15,16,16,18,15,15,30,15,16,16,16,17,33,16,15,14,15,14,chicken
39,14,6,17,16,20,17,16,19,15,16,17,13,15,16,17,15,15,14,15,16,27,14,10,16,16,17,36,17,20,14,15,13,chicken
26,16,15,15,17,14,15,15,17,14,17,16,16,15,15,15,14,16,18,16,16,27,16,17,15,16,14,28,16,16,16,16,15,chicken
29,17,13,16,17,12,14,12,20,16,16,19,15,15,14,13,15,19,15,15,16,20,15,16,19,14,20,45,16,12,12,18,12,chicken
22,18,14,7,13,15,16,19,16,12,15,17,19,14,12,17,14,14,14,15,17,29,17,16,14,15,16,33,14,17,17,15,15,chicken
30,13,17,21,14,17,18,13,18,15,13,17,12,16,16,14,17,12,18,15,12,29,18,16,16,16,16,30,13,15,15,16,15,chicken
30,22,10,12,23,18,15,15,18,15,16,14,14,14,17,14,16,14,16,15,17,30,16,17,15,16,16,32,15,15,16,15,15,chicken
31,19,12,19,18,14,17,13,12,15,14,14,16,16,14,16,15,16,15,17,12,22,14,25,14,17,15,45,18,8,15,13,15,chicken
34,14,19,24,15,15,15,15,16,12,23,15,16,16,16,16,15,16,15,17,15,22,16,14,19,15,15,36,16,16,12,16,16,chicken
32,11,7,17,12,19,19,20,17,9,15,15,20,16,18,19,17,12,16,14,17,27,15,16,15,15,12,37,17,16,15,16,22,chicken
15,15,14,13,14,4,18,11,17,14,18,15,18,16,6,14,17,14,13,15,15,25,15,16,16,15,18,35,16,15,14,15,14,chicken
24,14,12,16,16,17,18,15,17,15,15,16,13,16,15,12,15,14,16,15,16,27,17,18,16,15,15,31,16,17,17,16,15,chicken
24,15,6,19,13,12,18,17,19,20,14,14,16,13,18,16,10,15,16,15,14,26,15,13,14,15,16,33,15,14,15,15,15,chicken
31,20,20,18,17,21,9,14,12,15,16,14,14,15,17,15,17,20,17,14,17,16,17,15,13,15,14,31,12,18,12,14,13,chicken
31,15,19,26,15,22,13,10,15,13,17,17,13,15,19,14,18,16,21,15,15,20,16,15,15,16,14,36,12,17,13,13,15,chicken
28,16,29,16,17,13,14,19,17,17,14,14,17,14,14,15,16,18,13,15,13,31,15,16,16,16,16,31,16,15,16,15,15,chicken
31,24,24,13,19,14,16,15,16,15,16,13,16,13,16,17,17,14,16,15,15,31,16,17,14,14,16,33,15,14,17,15,16,chicken
30,14,15,16,14,13,19,15,13,16,16,18,15,18,15,15,15,16,15,18,13,19,15,16,15,14,16,32,16,18,11,15,11,chicken
37,18,14,22,17,16,16,13,15,14,15,15,13,18,14,18,15,15,17,14,13,29,16,19,12,16,17,33,15,12,17,15,14,chicken
27,16,17,17,14,18,15,15,16,15,16,16,13,16,15,15,16,16,16,16,15,14,15,15,15,15,14,30,15,19,12,15,11,chicken
33,16,8,13,14,18,15,14,15,12,20,17,13,16,14,15,14,15,17,15,18,33,15,16,15,15,15,30,15,14,15,15,16,chicken
35,14,14,24,15,23,16,13,16,15,14,17,9,16,18,15,18,15,18,17,14,17,14,17,10,16,11,26,14,15,15,14,15,chicken
25,12,19,10,17,13,16,16,18,10,19,15,16,14,13,14,16,14,16,15,17,32,16,17,14,16,15,32,15,16,16,16,15,chicken
34,14,14,24,15,23,16,13,16,15,14,17,9,16,18,15,18,15,18,17,14,17,14,17,10,16,11,26,14,16,15,14,15,chicken
34,12,28,12,17,16,18,17,17,17,17,15,14,16,15,15,18,16,13,15,16,32,17,13,14,15,14,31,15,16,16,16,16,chicken
29,15,24,23,13,19,16,13,18,16,13,16,15,15,13,14,17,16,16,15,17,22,16,14,16,14,16,28,16,17,17,14,15,chicken
41,15,15,17,15,16,16,15,16,16,16,17,12,16,13,15,15,14,17,16,17,30,15,16,16,15,17,32,16,15,15,16,14,chicken
37,18,19,14,15,10,16,17,16,14,17,15,17,16,13,16,16,14,16,16,15,31,14,15,15,15,16,32,16,15,16,16,15,chicken
28,15,7,11,14,15,18,9,15,11,13,16,16,18,11,15,13,16,24,16,10,27,15,18,15,15,15,34,16,14,16,16,16,chicken
22,18,16,24,17,20,19,12,15,16,21,17,13,20,19,18,16,17,17,15,14,28,18,15,15,15,15,32,12,15,15,16,17,chicken
29,15,18,20,15,19,14,15,14,16,13,15,12,17,16,15,16,18,16,18,15,14,13,17,14,16,15,34,13,18,11,14,11,chicken
48,24,23,19,16,15,11,16,13,13,15,15,14,17,19,13,17,18,17,16,15,28,17,14,17,16,18,34,13,16,13,16,12,chicken
47,16,16,17,15,17,15,15,16,14,17,16,14,17,15,15,15,15,16,15,14,26,16,17,19,15,21,36,15,13,14,17,12,chicken
24,14,7,11,14,11,14,13,15,15,13,16,20,16,16,14,16,16,17,15,15,30,15,17,17,16,16,33,16,15,14,16,15,chicken
36,18,15,17,16,15,15,16,15,17,15,17,14,16,15,16,16,15,16,15,16,24,18,17,16,13,17,38,14,16,13,18,12,chicken
41,15,24,21,15,23,15,12,16,13,17,18,10,15,16,14,20,16,17,14,13,20,12,19,16,15,12,29,16,16,17,15,14,chicken
42,18,14,24,18,20,14,16,17,14,16,16,11,17,16,15,17,16,17,16,16,23,16,15,16,16,15,35,15,15,15,15,15,chicken
26,21,15,13,16,15,18,14,11,10,16,16,13,15,14,16,12,14,14,14,15,25,16,17,15,16,15,36,14,13,15,14,16,chicken
28,17,18,19,12,17,14,13,13,15,18,18,12,15,11,16,18,19,15,17,15,22,16,18,17,17,17,38,18,14,14,14,12,chicken
34,14,20,15,12,18,17,15,17,15,15,16,16,17,19,17,17,14,15,17,15,31,13,13,14,14,14,38,18,17,14,16,16,chicken
19,12,12,16,15,14,16,16,20,18,17,20,16,15,17,15,16,15,15,17,16,32,14,15,15,14,16,32,16,14,14,15,14,chicken
32,17,19,15,17,15,19,15,15,17,18,16,17,19,14,15,15,18,17,15,15,31,15,17,16,15,16,33,18,17,16,17,13,chicken
33,13,16,23,14,22,18,13,17,15,12,17,11,16,18,17,18,14,19,17,16,25,15,17,13,15,15,29,18,15,13,18,13,chicken
35,19,24,22,18,16,17,17,13,13,14,19,16,14,17,13,14,15,12,13,15,31,16,15,15,16,16,32,15,16,16,15,15,chicken
28,11,14,24,14,24,16,14,15,17,10,16,9,15,20,18,19,15,20,14,16,32,15,18,15,15,14,32,17,15,17,17,16,chicken
26,15,14,15,15,15,15,15,16,16,14,15,15,16,15,16,15,16,15,16,15,11,16,16,16,16,15,28,16,14,12,16,12,chicken
28,15,15,21,12,11,17,14,15,8,21,17,17,18,16,15,14,16,15,16,11,20,15,14,19,16,17,42,13,15,11,16,14,chicken
25,21,25,18,18,21,12,9,14,15,17,14,16,15,22,13,16,17,15,16,15,26,16,15,16,16,18,39,15,13,14,14,11,chicken
24,9,22,11,9,15,14,15,18,14,15,17,21,19,16,14,17,14,16,15,14,19,13,16,15,12,19,44,17,12,14,18,13,chicken
27,9,21,13,17,12,14,14,16,16,14,16,18,15,14,17,16,15,16,15,15,28,13,16,16,16,15,37,20,17,11,16,13,chicken
25,15,15,23,16,19,14,15,17,16,14,14,10,15,17,15,18,16,17,14,16,23,14,19,17,15,18,39,17,14,12,16,13,chicken
22,17,16,24,12,17,17,18,17,17,14,20,14,18,17,14,15,16,12,16,15,24,16,14,14,16,16,32,16,15,14,17,15,chicken
36,18,16,17,18,17,17,13,16,13,16,14,11,16,13,17,16,16,20,15,18,27,16,15,17,16,18,35,15,16,14,15,13,chicken
33,13,16,23,14,22,18,13,17,15,12,17,11,16,18,17,18,14,19,17,16,25,15,17,13,15,15,29,18,15,13,18,13,chicken
19,9,25,23,22,22,15,12,13,18,18,12,13,12,16,19,17,16,11,14,17,30,17,16,13,13,14,35,10,14,15,19,19,chicken
25,20,11,14,19,17,15,18,16,15,15,15,16,15,16,16,16,15,15,16,15,17,14,17,17,14,15,43,16,15,14,17,15,chicken
26,15,17,10,15,13,15,14,16,11,13,15,19,15,13,16,13,16,18,15,16,27,16,17,14,16,15,32,15,15,16,15,16,chicken
26,15,16,13,13,11,15,13,13,13,16,17,18,18,17,15,15,19,17,16,16,18,15,16,14,15,12,26,15,16,14,15,14,chicken
24,14,8,13,16,16,16,16,14,15,17,15,14,15,14,16,17,16,15,16,18,28,15,13,15,15,15,32,16,16,14,15,15,chicken
34,15,6,14,15,19,14,18,15,15,17,14,14,15,13,15,15,17,16,15,16,26,15,17,15,15,15,34,15,14,15,15,16,chicken
31,15,24,17,17,18,16,12,18,10,18,14,14,15,16,15,15,15,17,15,14,19,16,11,13,15,14,32,16,14,17,14,15,chicken
30,16,15,21,15,18,14,14,15,14,13,15,13,16,17,17,15,17,17,15,16,19,15,19,12,14,13,34,16,15,15,15,15,chicken
32,20,24,15,11,11,14,16,17,12,17,16,14,16,14,17,15,16,15,15,18,30,15,16,16,16,17,34,17,15,14,15,13,chicken
40,16,16,18,19,22,18,11,16,15,17,17,9,19,15,16,17,14,19,15,14,20,20,18,15,15,18,36,17,16,12,19,10,chicken
37,19,15,17,14,14,15,16,16,14,16,18,16,15,15,15,14,16,16,16,15,15,14,19,18,15,16,31,16,15,16,16,16,chicken
29,24,6,13,17,14,14,21,14,15,17,19,14,12,15,18,13,16,14,15,17,29,13,16,17,15,15,31,17,18,14,18,16,chicken
31,12,18,17,14,18,18,15,14,14,15,16,17,15,18,15,17,18,17,15,16,33,12,14,16,16,14,39,18,17,12,14,14,chicken
23,17,24,25,13,15,15,17,17,8,16,19,13,15,15,14,14,16,15,14,14,27,14,15,13,15,14,32,14,17,15,14,16,chicken
28,17,23,15,12,14,12,12,15,17,17,14,19,16,12,14,15,17,18,17,15,23,18,21,17,12,16,47,14,10,15,21,9,chicken
17,16,10,15,17,10,14,15,15,15,16,17,17,13,16,16,16,14,16,14,16,19,15,18,14,15,16,38,16,16,17,16,15,chicken
38,10,14,9,18,11,18,13,17,17,17,13,17,16,14,15,19,14,16,18,15,27,16,17,15,15,15,35,16,16,16,15,15,chicken
41,16,26,18,16,16,16,15,16,12,13,15,16,16,16,17,15,15,16,16,15,20,16,22,15,15,16,37,19,9,19,12,14,chicken
29,21,7,13,19,18,15,17,17,12,15,16,16,16,20,16,15,16,18,16,14,27,15,14,17,16,15,35,16,17,14,16,16,chicken
27,21,19,14,11,14,18,16,16,15,15,15,17,18,16,15,14,15,15,16,15,23,19,17,16,14,15,43,9,10,13,20,11,chicken
38,17,23,17,10,21,14,15,16,14,15,16,9,16,12,16,17,16,16,16,14,25,16,18,16,15,16,33,16,15,15,16,14,chicken
35,17,19,18,18,15,17,11,12,16,17,16,17,15,19,16,18,17,18,18,15,29,16,18,14,15,15,32,16,14,16,16,16,chicken
30,15,12,20,21,17,17,10,16,13,15,14,11,17,14,16,15,15,19,17,13,28,18,15,14,17,16,30,13,12,14,15,15,chicken
32,12,15,16,12,12,19,16,20,15,15,17,15,15,12,14,17,13,14,16,14,26,15,13,15,16,11,31,16,15,16,15,16,chicken
43,10,16,18,17,21,21,16,17,16,14,15,11,16,15,13,16,10,15,15,17,20,14,15,15,15,17,40,19,17,14,17,13,chicken
25,18,9,10,16,13,16,15,17,15,17,14,16,18,11,13,13,16,16,15,14,20,15,17,20,16,18,44,17,14,13,16,14,chicken
31,15,18,17,15,15,17,15,15,14,13,15,14,15,16,14,17,15,18,16,16,30,16,15,16,16,16,33,15,17,15,14,14,chicken
7,24,7,16,16,7,6,18,11,13,14,16,17,14,11,19,15,19,15,14,14,26,13,18,16,15,19,38,18,12,16,16,12,chicken
29,16,22,6,17,11,16,20,17,13,14,14,21,17,15,15,14,15,14,16,14,18,16,14,12,15,9,28,16,17,15,15,14,chicken
29,14,14,14,14,16,16,14,15,14,15,16,15,17,15,15,13,15,18,17,14,28,16,16,16,14,16,35,16,15,14,17,14,chicken
