@relation 'horse-weka.filters.unsupervised.instance.imagefilter.ColorLayoutFilter-DD:\\savas-weka.filters.unsupervised.attribute.Remove-R1'

@attribute 'MPEG-7 Color Layout0' numeric
@attribute 'MPEG-7 Color Layout1' numeric
@attribute 'MPEG-7 Color Layout2' numeric
@attribute 'MPEG-7 Color Layout3' numeric
@attribute 'MPEG-7 Color Layout4' numeric
@attribute 'MPEG-7 Color Layout5' numeric
@attribute 'MPEG-7 Color Layout6' numeric
@attribute 'MPEG-7 Color Layout7' numeric
@attribute 'MPEG-7 Color Layout8' numeric
@attribute 'MPEG-7 Color Layout9' numeric
@attribute 'MPEG-7 Color Layout10' numeric
@attribute 'MPEG-7 Color Layout11' numeric
@attribute 'MPEG-7 Color Layout12' numeric
@attribute 'MPEG-7 Color Layout13' numeric
@attribute 'MPEG-7 Color Layout14' numeric
@attribute 'MPEG-7 Color Layout15' numeric
@attribute 'MPEG-7 Color Layout16' numeric
@attribute 'MPEG-7 Color Layout17' numeric
@attribute 'MPEG-7 Color Layout18' numeric
@attribute 'MPEG-7 Color Layout19' numeric
@attribute 'MPEG-7 Color Layout20' numeric
@attribute 'MPEG-7 Color Layout21' numeric
@attribute 'MPEG-7 Color Layout22' numeric
@attribute 'MPEG-7 Color Layout23' numeric
@attribute 'MPEG-7 Color Layout24' numeric
@attribute 'MPEG-7 Color Layout25' numeric
@attribute 'MPEG-7 Color Layout26' numeric
@attribute 'MPEG-7 Color Layout27' numeric
@attribute 'MPEG-7 Color Layout28' numeric
@attribute 'MPEG-7 Color Layout29' numeric
@attribute 'MPEG-7 Color Layout30' numeric
@attribute 'MPEG-7 Color Layout31' numeric
@attribute 'MPEG-7 Color Layout32' numeric
@attribute class {chicken,cat,horse}

@data
42,16,12,19,17,18,14,18,19,19,17,15,14,14,16,16,15,14,12,14,16,19,17,19,15,16,15,35,15,15,15,15,16,horse
44,18,15,19,15,17,16,16,15,15,16,16,13,15,14,13,16,14,15,15,14,19,16,17,16,16,15,35,16,18,14,16,15,horse
33,10,18,19,15,12,14,14,17,15,15,12,12,11,13,16,12,17,16,14,17,23,14,22,18,14,15,32,15,15,12,15,14,horse
41,14,16,18,16,17,19,20,17,17,16,16,14,18,15,13,15,14,13,15,15,14,20,15,14,21,15,29,15,17,15,16,14,horse
20,15,6,25,17,17,14,15,19,8,12,17,11,16,17,16,15,16,15,13,18,28,16,19,13,16,15,32,16,14,16,16,16,horse
20,16,14,8,14,10,17,15,14,12,13,16,19,16,14,15,15,16,17,18,16,25,15,18,15,15,14,37,15,14,16,16,16,horse
29,5,12,18,12,12,12,16,20,9,20,16,18,19,18,15,13,19,15,13,15,24,15,19,10,18,16,26,16,14,16,16,14,horse
28,18,16,18,18,19,16,19,16,14,9,17,11,17,17,16,17,16,15,17,15,10,18,19,12,19,15,50,13,12,19,13,15,horse
31,17,23,20,15,19,16,15,13,18,12,16,14,16,16,15,17,17,15,18,14,23,15,22,17,15,15,39,16,10,14,16,15,horse
17,18,27,23,16,19,17,16,14,18,15,16,13,16,19,16,18,16,13,18,13,29,15,18,15,15,15,33,16,14,16,16,16,horse
37,16,7,22,17,16,15,16,17,17,15,17,12,14,15,17,18,15,16,14,16,17,14,16,14,13,14,32,15,14,15,16,15,horse
21,17,21,16,15,11,14,14,13,17,16,14,17,16,14,15,15,17,16,16,16,14,15,17,13,14,12,42,16,15,17,16,17,horse
18,15,14,4,15,8,15,16,16,7,7,17,20,16,12,13,15,16,16,16,18,17,15,20,17,14,18,32,16,16,13,15,15,horse
28,12,25,20,14,14,15,15,18,17,14,19,14,14,14,15,15,16,14,17,16,25,14,20,18,15,15,32,15,15,16,16,15,horse
16,16,12,14,15,15,17,17,15,17,14,16,14,16,16,16,16,15,13,16,14,17,15,19,18,16,16,40,16,15,13,15,15,horse
24,13,13,24,19,17,16,18,17,16,16,13,14,14,14,17,14,13,15,16,17,26,16,15,12,14,13,33,15,17,17,15,17,horse
49,12,15,20,15,18,18,15,15,18,15,19,11,16,16,15,14,14,17,16,16,33,16,18,14,15,16,29,15,13,15,16,15,horse
37,14,8,7,13,17,15,15,12,10,6,13,15,16,18,15,16,16,17,15,17,27,15,19,14,16,16,37,16,15,15,16,15,horse
26,19,13,7,13,4,15,13,13,17,9,17,18,16,13,13,17,18,18,16,16,31,15,15,16,16,16,32,16,16,15,16,16,horse
34,15,20,17,17,15,16,18,13,17,15,16,14,15,13,16,17,16,13,16,14,22,17,21,17,15,17,39,15,10,15,16,14,horse
36,14,7,15,12,16,15,13,14,12,11,17,12,16,15,16,16,17,18,17,20,23,16,17,14,15,16,34,15,14,14,15,14,horse
14,13,11,7,15,11,16,15,17,13,17,14,19,15,14,17,15,16,18,14,19,20,16,19,14,17,15,31,15,15,15,16,15,horse
33,12,21,16,22,16,13,17,15,14,12,14,17,16,14,16,14,20,13,16,15,33,16,23,19,13,15,28,16,10,12,17,16,horse
47,15,20,15,14,13,15,16,13,11,8,14,14,16,15,17,17,15,15,14,13,25,15,20,16,15,15,35,16,12,14,15,16,horse
36,15,18,13,19,17,14,17,19,14,13,15,13,13,15,16,15,16,12,16,14,22,16,21,18,16,15,34,16,12,13,15,15,horse
26,17,5,11,15,10,16,13,14,12,22,15,17,15,17,15,16,14,17,15,11,21,15,17,18,16,16,31,16,15,15,15,15,horse
39,17,13,19,16,15,15,15,14,11,14,16,18,16,15,16,16,16,15,17,11,26,17,22,21,15,16,30,16,14,14,16,14,horse
39,12,10,24,16,19,15,18,22,21,15,17,12,13,16,17,17,14,13,11,16,30,15,15,16,16,16,32,16,16,15,15,15,horse
15,17,23,21,18,14,14,19,15,20,18,16,18,13,18,18,15,14,17,16,15,21,15,19,18,14,12,30,16,16,16,16,15,horse
39,16,21,17,14,17,14,15,16,11,17,14,16,15,15,16,15,18,16,14,13,20,17,13,15,16,14,37,16,11,13,16,14,horse
32,9,21,17,14,15,15,14,19,12,14,14,16,18,11,17,12,15,17,15,14,28,15,16,14,14,16,32,16,17,14,17,13,horse
28,17,25,20,14,18,18,19,15,18,17,13,15,17,17,16,17,15,13,14,16,14,13,22,18,14,17,39,18,15,10,14,12,horse
29,10,24,19,15,11,16,17,19,18,19,13,16,15,12,17,15,16,18,17,18,29,15,16,16,15,14,31,16,15,16,16,15,horse
20,14,4,4,14,15,16,16,16,9,16,18,15,16,16,15,15,16,17,17,22,22,16,23,16,16,16,30,16,18,12,16,16,horse
30,16,16,24,15,17,15,18,16,18,14,18,14,16,15,16,17,16,14,17,15,21,14,23,19,15,15,35,16,12,12,16,14,horse
14,17,14,14,16,14,14,15,14,13,15,14,15,15,15,15,16,17,18,14,18,14,17,17,12,15,13,39,15,16,17,16,17,horse
22,8,25,18,8,20,18,18,11,13,14,15,12,17,16,15,15,17,15,17,15,22,14,16,16,14,17,34,18,16,12,15,15,horse
25,16,17,18,16,14,15,16,17,22,16,15,18,14,15,17,16,16,17,14,17,14,16,25,16,15,15,28,16,12,13,15,15,horse
27,12,25,20,17,24,18,15,17,16,13,14,8,15,17,16,14,13,15,15,15,30,17,20,13,14,17,30,16,15,15,15,16,horse
39,17,14,11,20,11,14,15,16,17,13,16,16,17,15,14,15,18,14,17,14,28,18,17,18,18,16,31,16,13,14,15,14,horse
35,14,24,9,16,13,16,18,17,13,18,16,17,14,15,16,15,16,13,16,19,25,14,21,15,15,14,36,17,12,16,17,18,horse
32,12,24,13,11,15,15,16,12,18,14,14,16,15,14,15,16,17,12,15,13,26,16,18,17,15,16,31,16,15,12,14,15,horse
23,14,25,15,13,13,16,17,14,13,12,17,19,16,19,13,17,16,15,16,15,29,16,17,14,16,14,32,16,16,16,15,17,horse
30,17,16,23,15,12,19,19,14,14,14,17,18,16,17,13,17,14,17,16,19,31,16,14,16,15,15,31,16,16,15,16,14,horse
32,19,9,15,18,16,13,15,15,14,15,14,15,14,15,16,15,19,16,14,15,16,15,21,14,14,14,39,16,15,14,16,16,horse
20,17,7,14,15,18,18,15,15,16,14,14,11,16,16,15,16,16,12,14,14,15,15,20,18,15,14,37,17,12,13,14,13,horse
38,14,23,18,15,17,16,17,16,14,13,15,13,16,14,16,16,14,14,15,16,23,15,23,17,16,15,33,16,14,13,15,16,horse
19,21,17,15,18,7,16,8,16,16,12,18,13,13,15,15,17,12,14,13,17,23,14,21,16,16,15,35,16,13,15,15,16,horse
29,16,15,22,15,19,16,18,12,20,15,17,15,16,15,15,18,16,14,18,15,19,14,24,14,18,15,33,16,15,14,15,16,horse
29,13,20,21,13,19,16,18,18,15,14,17,12,17,14,15,17,15,15,16,17,21,14,20,17,14,16,33,16,16,13,15,14,horse
44,12,13,7,12,12,19,15,8,10,13,14,22,17,12,15,14,15,17,18,17,20,16,20,14,16,15,36,16,16,13,14,16,horse
23,15,6,9,13,13,18,14,12,7,21,14,18,16,9,13,14,18,18,16,16,23,16,17,16,16,15,33,15,14,15,15,16,horse
29,17,20,20,16,9,12,14,14,20,14,12,12,17,19,15,12,15,18,13,15,28,16,17,17,17,15,33,15,13,15,16,15,horse
36,16,15,24,16,21,16,20,18,21,15,15,12,16,16,17,17,13,11,15,13,27,14,17,14,14,16,35,16,14,17,16,15,horse
17,28,6,10,13,10,19,10,7,6,19,16,18,13,17,12,16,13,18,13,9,30,15,15,17,16,16,32,16,15,15,15,16,horse
42,18,18,17,14,17,14,18,15,17,14,15,13,16,17,14,15,17,14,13,16,25,17,16,15,17,16,36,16,16,13,14,14,horse
38,18,14,17,16,21,13,17,17,17,13,14,13,15,20,16,15,18,14,15,14,29,16,17,17,16,15,32,16,16,16,15,15,horse
29,19,25,22,13,14,15,17,13,17,13,17,15,14,16,14,16,17,15,18,14,24,15,18,19,16,16,39,14,13,11,15,14,horse
33,18,15,18,17,14,14,16,16,14,24,14,16,14,13,16,14,15,15,14,17,27,15,15,18,16,16,34,16,16,13,16,14,horse
32,20,13,14,15,14,15,14,12,17,14,13,14,15,15,17,16,15,14,15,16,22,15,21,18,15,15,33,18,14,13,16,16,horse
41,16,11,17,16,17,16,17,13,17,14,16,13,15,16,14,14,15,16,16,17,28,14,15,17,14,15,33,17,15,14,17,15,horse
41,16,9,17,15,14,16,15,16,15,15,16,15,15,15,14,16,15,14,16,13,28,15,19,18,15,16,32,16,12,14,16,16,horse
44,14,14,19,13,16,17,17,17,17,15,16,15,15,16,17,16,15,14,15,14,31,16,16,15,16,15,30,16,15,16,16,16,horse
42,16,15,18,18,18,16,18,20,17,14,18,13,13,17,17,17,9,12,12,16,25,15,19,14,16,16,33,16,16,15,16,14,horse
26,16,28,24,13,18,16,18,14,8,14,16,11,16,16,16,15,15,14,16,13,26,16,18,17,16,15,30,15,17,15,16,15,horse
35,12,22,20,17,16,16,16,17,19,18,15,15,14,14,16,15,13,14,15,14,32,16,18,16,15,15,30,15,13,14,16,15,horse
45,17,12,20,16,20,11,18,13,18,14,16,10,16,16,17,16,19,14,17,15,13,15,16,15,16,12,38,16,16,14,16,14,horse
28,14,16,20,16,18,16,15,16,15,14,15,13,15,15,16,16,15,17,16,16,19,15,21,21,16,16,42,15,13,11,15,15,horse
22,18,19,11,16,12,16,16,16,15,13,15,12,15,11,12,14,13,17,14,17,15,17,20,17,16,17,38,16,18,13,15,13,horse
41,7,27,13,20,17,14,9,14,14,15,15,18,16,14,18,16,15,15,16,16,29,14,15,17,14,14,35,17,16,14,17,16,horse
31,15,12,11,16,10,17,13,14,16,17,15,15,17,16,14,16,14,16,17,12,18,11,20,16,17,13,32,17,14,15,15,16,horse
32,16,23,15,14,12,15,17,15,15,14,15,17,16,14,16,16,16,15,15,14,19,16,24,20,15,14,33,16,13,12,15,15,horse
28,16,27,18,16,14,16,15,16,15,14,16,15,15,16,16,17,14,14,15,15,23,15,18,20,16,16,35,16,15,14,16,15,horse
48,16,16,19,16,15,15,16,15,13,14,15,16,15,16,15,15,16,14,16,13,23,15,20,19,16,15,36,16,13,13,15,16,horse
43,15,20,25,14,18,16,15,17,13,15,16,12,16,15,18,17,16,15,16,16,30,16,17,15,15,16,32,15,15,16,16,14,horse
35,19,15,17,12,12,13,14,13,14,13,18,17,14,12,14,11,14,16,16,14,25,18,17,14,18,12,31,15,15,16,15,16,horse
32,14,7,14,13,17,16,19,16,20,13,17,15,16,16,14,16,16,12,14,12,24,16,28,21,16,17,38,15,6,14,16,15,horse
30,13,16,13,12,16,18,18,12,12,12,11,15,16,11,16,14,14,12,13,13,26,16,21,16,16,15,32,15,13,16,15,15,horse
37,16,11,16,12,13,18,16,11,15,13,16,17,16,14,15,15,13,18,17,16,24,15,15,13,15,14,32,16,13,15,15,16,horse
37,13,21,23,15,19,16,15,20,15,12,18,10,15,16,17,16,15,16,13,13,25,14,22,15,15,15,32,17,15,14,16,15,horse
31,12,15,19,14,24,16,16,17,17,17,17,12,16,22,18,17,16,14,15,16,28,15,19,16,16,17,29,15,18,13,16,16,horse
34,14,10,14,14,15,17,17,17,12,16,16,13,15,15,17,14,16,15,15,17,32,13,23,18,17,18,27,17,10,11,14,13,horse
32,15,17,14,13,12,15,14,16,12,14,18,16,18,15,15,17,16,16,15,16,29,16,22,14,15,18,30,16,14,14,15,14,horse
29,4,13,23,20,16,18,15,16,22,11,17,14,16,18,16,16,15,13,16,16,22,16,15,15,20,16,32,14,17,14,16,14,horse
24,17,8,15,15,14,15,14,17,17,15,14,15,14,15,18,17,14,17,14,18,23,16,17,13,15,13,31,16,14,15,16,16,horse
36,15,16,12,14,15,13,15,16,25,18,15,12,16,16,17,17,18,17,19,12,24,16,10,12,16,15,29,15,14,14,15,15,horse
36,19,9,22,17,14,19,20,13,15,13,16,18,18,16,16,15,16,15,17,16,19,15,14,15,17,12,33,15,15,15,16,15,horse
41,16,17,16,16,16,16,18,16,15,14,16,13,16,14,15,15,15,14,15,16,20,16,20,17,15,17,36,15,13,14,16,14,horse
48,16,14,16,13,17,15,14,15,17,13,15,14,14,17,17,14,18,16,16,17,34,17,15,16,16,17,29,14,16,15,15,14,horse
35,13,18,23,17,15,14,18,12,14,16,15,14,15,14,16,14,13,12,17,16,26,16,18,12,15,16,32,15,17,14,16,14,horse
34,17,24,15,14,17,11,14,14,18,16,16,15,14,13,15,10,17,13,17,15,31,15,14,15,16,17,31,16,16,15,16,15,horse
37,16,16,14,13,16,16,18,16,14,14,16,11,14,14,16,14,15,15,17,17,30,16,24,19,16,17,31,15,10,12,15,14,horse
34,13,17,16,17,15,13,16,16,16,15,17,15,16,14,17,15,17,17,15,13,23,14,21,19,15,18,34,16,14,11,16,13,horse
38,15,14,8,16,14,14,14,16,11,12,14,12,17,19,20,16,17,14,16,16,26,16,20,14,15,15,34,15,11,16,16,15,horse
43,15,13,22,16,17,15,16,16,18,15,14,11,14,17,17,17,15,17,15,15,25,16,18,16,15,13,32,16,12,16,15,16,horse
36,17,21,18,16,17,13,16,14,14,14,16,13,16,15,17,15,17,14,17,17,20,15,26,14,16,16,32,15,15,13,16,14,horse
19,11,11,14,12,12,14,14,13,12,15,14,17,16,14,14,14,17,19,14,18,26,15,17,16,16,17,33,16,14,15,15,14,horse
30,15,15,13,16,13,15,15,14,16,18,16,18,15,16,14,16,17,17,16,17,26,16,16,13,16,15,29,16,18,14,15,16,horse
25,14,21,13,23,14,10,15,21,13,17,14,20,18,12,18,14,15,19,13,19,27,14,18,15,15,15,34,16,15,14,16,17,horse
40,14,15,21,17,19,12,18,16,18,11,15,10,13,15,19,16,17,14,15,16,21,15,16,14,15,15,38,16,15,16,16,15,horse
31,19,13,14,21,12,12,12,16,14,15,16,17,13,13,16,14,14,17,15,20,20,17,21,19,17,16,32,15,14,12,15,14,horse
13,22,5,14,15,7,12,12,9,10,16,17,19,14,19,16,17,19,19,18,17,23,16,24,10,15,15,34,16,11,18,15,16,horse
49,14,13,20,15,18,17,16,16,16,14,16,14,16,13,15,15,15,13,16,13,31,16,15,16,16,16,31,16,16,16,16,16,horse
10,14,11,16,14,11,15,15,12,12,16,14,19,16,12,15,15,18,18,16,17,24,17,19,11,16,15,29,16,15,16,16,16,horse
29,17,22,9,14,15,17,16,15,12,13,15,15,15,15,14,15,14,16,16,13,22,15,17,14,16,16,36,15,19,15,15,16,horse
45,16,23,12,16,13,16,16,19,17,16,16,16,15,14,16,16,16,16,17,13,12,15,17,10,15,14,46,16,13,19,16,16,horse
44,15,18,19,16,19,16,16,16,13,14,15,11,16,14,17,15,15,15,16,17,24,15,19,15,16,15,35,16,15,13,15,14,horse
33,16,13,18,16,14,15,17,13,14,15,18,17,15,16,18,18,15,16,16,16,21,15,16,16,16,16,35,15,17,12,17,14,horse
40,17,13,12,15,17,15,16,15,17,17,15,19,14,24,16,17,16,15,15,15,25,15,21,16,14,15,34,16,9,16,16,15,horse
34,7,6,9,15,13,16,18,18,12,13,18,17,16,13,13,16,17,15,17,18,17,16,15,14,15,16,39,14,14,16,14,15,horse
39,14,16,19,15,16,18,15,15,8,18,15,15,15,13,16,16,14,14,15,13,29,16,14,14,16,15,32,16,15,17,15,16,horse
27,21,25,15,14,11,17,16,14,16,16,18,20,16,13,13,16,16,16,17,14,24,16,23,19,15,15,34,15,12,13,16,16,horse
23,12,13,16,16,12,13,22,12,20,17,17,15,16,15,14,16,15,14,14,17,26,15,16,16,14,17,34,15,15,14,16,15,horse
35,16,19,19,14,15,16,18,16,14,15,16,13,17,15,15,14,14,14,15,18,21,15,24,16,15,17,34,17,14,13,15,13,horse
27,9,11,17,10,13,16,12,16,15,15,16,13,14,17,16,16,16,17,17,16,26,16,16,15,16,15,28,16,15,15,15,15,horse
24,18,20,14,20,10,15,14,19,14,16,17,17,17,16,16,15,15,16,15,18,28,16,19,15,16,15,30,16,15,15,16,15,horse
24,14,20,12,18,12,12,14,17,11,13,13,15,15,13,16,15,15,16,15,18,27,14,21,15,15,15,31,16,14,16,16,16,horse
41,16,9,16,17,18,17,15,18,9,13,16,10,15,13,13,13,12,18,16,19,18,15,21,13,15,14,36,16,13,15,16,16,horse
34,14,10,14,14,15,17,17,17,12,16,16,13,15,14,17,14,16,15,15,17,31,14,22,18,17,18,28,17,10,12,14,14,horse
20,19,21,18,19,21,18,18,15,19,14,15,13,13,14,14,16,16,14,15,18,23,12,19,15,16,16,32,16,16,15,16,16,horse
36,17,15,19,16,15,15,17,15,17,12,16,14,14,14,16,14,15,15,16,15,25,14,21,17,15,16,31,15,14,14,16,13,horse
23,19,10,17,15,11,13,11,14,9,18,17,16,17,18,18,18,16,19,15,14,20,14,15,17,15,14,33,16,17,15,15,15,horse
31,17,24,18,12,19,16,14,20,19,21,13,13,16,15,15,16,14,13,14,17,26,15,15,19,18,16,38,17,17,12,13,14,horse
25,15,18,16,16,14,15,15,14,14,11,15,14,17,16,15,16,16,18,18,19,27,17,27,18,15,17,35,14,9,13,17,14,horse
27,12,7,19,13,11,12,18,15,13,11,13,20,14,13,15,14,14,16,14,19,22,14,20,17,13,18,34,17,15,12,18,13,horse
23,13,8,13,11,16,15,17,15,8,16,15,18,15,13,17,15,14,19,16,15,22,15,20,15,15,14,36,16,12,16,16,15,horse
35,16,15,17,15,17,17,19,14,17,17,16,16,19,18,17,18,16,13,16,16,26,15,21,18,16,17,36,15,12,14,15,14,horse
23,11,18,14,13,16,14,14,12,14,13,16,16,17,18,17,13,16,16,19,12,21,14,19,17,15,15,31,15,15,14,16,15,horse
21,14,7,20,14,11,18,13,14,7,18,15,18,17,13,15,14,16,17,17,13,27,16,15,16,15,14,30,15,14,15,15,15,horse
30,13,23,20,14,21,15,18,15,20,13,18,11,17,13,17,15,19,11,19,15,26,16,17,16,15,16,34,16,15,16,16,15,horse
20,17,20,13,21,10,16,12,19,19,14,18,15,15,12,13,15,15,16,16,15,24,16,18,16,17,13,30,16,15,15,16,15,horse
34,15,24,15,15,10,13,18,18,11,17,17,18,18,15,17,15,15,16,14,16,29,15,22,13,15,16,31,16,13,17,16,15,horse
36,17,16,18,16,18,15,16,16,14,17,17,15,16,17,15,15,16,19,15,16,26,16,15,16,15,15,31,16,14,16,16,16,horse
25,18,14,20,17,16,17,16,15,16,14,14,15,16,15,14,16,14,17,15,16,16,15,16,14,15,15,28,15,16,13,16,13,horse
19,16,10,8,18,8,17,14,18,14,15,16,22,15,16,16,16,14,17,14,17,20,15,20,13,15,15,31,15,16,14,16,15,horse
27,10,26,19,17,19,16,16,19,21,14,16,14,16,16,17,16,13,13,14,9,22,15,10,8,16,16,36,16,15,19,15,15,horse
33,18,15,14,15,12,15,15,15,17,22,15,15,14,15,16,15,15,16,16,14,31,15,20,19,16,16,32,16,13,13,16,15,horse
47,16,14,15,14,14,16,15,16,17,13,15,17,15,15,16,16,15,15,15,15,20,17,16,13,17,14,36,15,17,12,15,16,horse
35,16,11,16,15,16,18,16,15,16,7,16,13,16,16,15,16,15,13,17,14,19,16,18,14,16,15,34,15,16,9,16,14,horse
24,16,8,16,16,16,18,19,16,20,13,16,15,17,15,14,16,15,14,14,15,18,17,16,15,16,13,39,15,12,16,16,16,horse
28,15,17,15,17,15,17,17,17,15,15,17,14,16,14,14,13,16,14,17,16,12,15,19,15,15,16,39,17,15,14,17,13,horse
21,19,12,16,16,15,14,15,16,18,14,15,15,14,18,14,17,16,15,14,16,23,15,24,19,17,16,38,16,10,12,15,15,horse
35,13,13,15,17,18,17,19,15,10,13,13,16,13,18,17,15,12,15,16,18,23,17,17,15,15,15,33,15,15,16,15,16,horse
12,9,18,15,15,10,21,16,16,12,13,20,18,15,14,16,16,16,16,19,17,23,14,15,14,15,15,31,15,15,15,15,16,horse
27,15,8,14,15,18,16,17,17,17,15,16,14,15,17,17,18,15,13,15,15,21,16,20,17,15,17,40,15,14,14,15,14,horse
32,20,22,15,17,21,15,18,14,18,14,17,10,13,16,12,15,17,10,14,11,25,16,16,13,16,17,34,15,17,15,16,13,horse
22,19,9,19,16,14,14,15,13,8,21,15,16,15,15,15,16,16,14,16,10,15,17,14,19,16,15,37,15,18,15,16,16,horse
16,12,13,14,9,16,14,18,11,12,13,17,17,14,14,11,16,16,20,17,17,20,15,21,15,14,16,30,16,17,15,15,15,horse
16,17,14,16,18,9,15,14,14,19,16,18,16,15,18,14,15,17,14,18,17,20,15,16,17,14,15,34,13,12,15,14,16,horse
36,12,14,17,14,17,16,15,15,24,19,19,13,17,14,18,16,15,17,19,16,29,15,18,16,16,15,32,15,14,15,15,15,horse
33,14,15,16,13,18,7,15,16,13,15,15,14,16,20,12,14,15,18,16,16,30,17,22,17,15,20,33,15,11,15,16,12,horse
27,17,24,18,16,11,13,18,15,18,13,14,15,16,15,13,15,17,16,15,16,27,16,20,16,16,14,34,15,13,16,16,16,horse
41,19,18,19,15,13,15,16,12,14,13,17,15,16,15,16,16,18,14,18,17,29,16,19,15,16,17,33,15,13,15,16,15,horse
29,15,24,20,15,19,14,17,16,21,18,16,14,15,14,15,15,17,12,15,16,15,14,22,20,14,15,29,15,19,14,15,13,horse
35,17,8,20,15,16,15,17,13,16,16,15,13,16,16,15,16,16,12,15,16,22,15,15,17,15,16,40,15,16,13,16,14,horse
28,17,15,16,16,9,14,13,14,16,13,16,15,16,16,16,17,20,16,16,15,20,15,18,16,15,17,33,16,15,15,16,13,horse
33,10,16,24,14,15,18,18,20,19,15,15,16,15,13,18,15,12,13,12,15,24,17,23,17,17,15,34,15,14,13,15,15,horse
36,15,6,8,16,9,15,13,18,16,12,15,18,16,12,15,14,15,17,14,14,35,15,18,16,15,17,28,16,14,15,16,15,horse
34,19,7,18,18,19,16,19,15,15,16,17,15,16,15,16,18,16,15,14,17,21,17,18,18,17,18,35,15,13,13,14,13,horse
44,15,7,13,19,10,14,11,19,18,13,17,18,17,17,14,15,16,20,12,17,27,17,16,15,18,15,34,15,15,16,14,14,horse
35,15,10,11,14,13,15,15,19,17,14,17,17,17,12,16,17,16,16,16,16,15,16,19,15,14,15,37,16,18,16,16,14,horse
25,19,6,8,17,12,14,16,16,13,11,18,16,14,16,17,15,16,15,17,14,13,14,19,17,15,16,29,16,13,14,15,14,horse
31,8,17,25,15,21,7,14,18,11,17,16,14,12,15,14,13,18,18,14,20,26,15,18,15,16,16,37,16,14,15,15,14,horse
26,15,14,20,12,15,16,17,13,18,13,15,16,16,16,15,15,15,18,17,17,22,14,19,21,14,15,31,15,13,13,16,16,horse
32,14,22,24,16,19,15,16,19,10,13,13,12,15,16,16,16,16,15,14,16,22,15,20,16,16,16,36,16,13,14,15,15,horse
31,11,15,16,12,14,16,18,14,19,16,11,17,17,16,15,16,16,16,15,16,30,15,15,16,15,17,33,16,15,14,16,13,horse
38,24,24,16,17,14,15,17,12,13,19,15,13,17,17,19,15,18,15,16,13,27,15,17,17,14,17,34,16,14,14,17,14,horse
28,6,20,7,17,15,8,9,19,13,14,17,14,18,15,18,15,18,17,18,16,23,13,15,13,16,16,34,15,15,16,16,14,horse
48,13,11,19,15,15,18,17,12,11,16,16,16,15,15,15,15,15,16,18,18,19,13,15,18,16,17,38,18,17,14,15,15,horse
27,13,13,19,13,17,16,18,14,18,17,16,15,17,14,16,15,17,15,16,15,25,15,18,15,15,16,36,16,13,15,16,15,horse
37,15,19,20,14,18,18,17,14,22,15,18,13,18,16,16,17,16,15,17,17,13,16,25,18,16,13,34,16,17,12,17,13,horse
35,16,13,16,15,12,16,14,15,9,21,15,19,16,14,15,16,16,16,17,13,29,15,24,15,16,17,30,16,9,15,16,14,horse
34,27,15,16,15,14,17,14,16,15,14,16,13,18,13,16,12,16,16,14,17,28,16,16,16,16,17,38,13,16,13,15,13,horse
31,15,11,8,15,8,17,18,14,20,15,18,20,18,14,16,16,16,16,15,19,31,15,16,14,15,15,31,16,16,16,16,17,horse
29,16,21,24,14,21,18,18,15,21,12,18,11,17,18,16,17,16,12,20,15,27,16,19,15,15,15,35,16,13,16,16,16,horse
26,16,6,15,18,11,16,14,17,17,11,13,18,15,13,16,13,16,19,12,15,24,16,18,13,17,15,35,16,12,16,16,15,horse
37,14,18,21,14,19,15,16,19,18,16,16,13,15,17,14,15,16,12,14,13,25,15,18,17,15,17,34,18,18,10,16,14,horse
29,15,21,20,16,15,15,16,14,19,18,15,16,17,17,16,17,16,15,17,15,16,15,24,20,16,15,34,14,16,12,16,14,horse
35,20,8,22,19,15,16,14,14,18,11,15,16,18,14,15,17,18,16,16,16,25,15,20,14,16,16,32,16,16,15,16,15,horse
37,13,9,16,11,12,15,16,18,18,19,18,17,14,15,15,15,15,14,16,19,24,15,21,20,15,16,34,16,10,12,16,15,horse
32,17,15,21,18,16,16,17,13,19,16,15,15,18,17,17,17,16,15,16,14,23,14,23,15,15,16,37,16,13,13,16,15,horse
16,15,10,20,16,6,13,15,15,12,17,14,20,17,20,14,15,19,16,18,16,28,16,18,11,15,16,26,16,16,15,15,15,horse
16,19,16,11,14,18,15,11,17,9,17,16,14,17,14,13,17,13,20,13,14,17,14,14,15,17,14,32,16,19,21,16,13,horse
32,17,6,19,15,13,17,17,14,17,14,14,15,16,15,15,16,16,16,17,13,19,16,17,15,16,15,34,16,15,13,16,13,horse
36,16,23,11,17,18,16,17,16,9,15,15,13,17,16,15,17,14,17,13,17,28,15,20,16,16,16,34,16,14,15,16,15,horse
19,16,11,20,17,14,15,17,21,17,14,17,16,15,16,16,16,17,17,16,21,15,16,25,11,16,15,34,16,15,15,16,16,horse
36,16,10,14,16,16,14,16,16,15,19,14,18,14,15,14,14,16,17,12,19,15,15,26,14,16,13,40,16,10,16,15,17,horse
28,17,11,6,17,10,18,15,8,16,19,13,19,15,14,17,12,16,17,13,18,25,16,20,15,15,14,36,15,11,15,16,17,horse
23,18,24,21,18,15,18,17,16,21,16,15,16,14,14,14,15,15,14,15,12,30,15,19,17,14,16,32,17,12,14,16,15,horse
32,17,13,22,18,18,16,17,13,12,14,16,14,16,16,15,15,15,14,17,17,25,14,24,18,17,17,33,15,10,13,16,14,horse
